countrycode,group,groupvalue,sr,indicator,grouplabel,regid,value,ss,se,country,iso2,sp_pop_totl,theme,abs
COL,region,11,ipa,healthseeking,Bogotá,CODHS2015397036,44.186047,258,3.0977573,Colombia,CO,50883000,hn,1045358.7
COL,region,11,ipa,remotelearning,Bogotá,CODHS2015397036,4.5454559,66,2.5836298,Colombia,CO,50883000,ed,68021.609
COL,region,11,ipa,fsec,Bogotá,CODHS2015397036,56.20155,258,3.0948312,Colombia,CO,50883000,hn,1336728.3
COL,region,11,ipa,cashtransfer_delay,Bogotá,CODHS2015397036,,12,14.86471,Colombia,CO,50883000,sp,
COL,region,5,ipa,fsec,Antioquia,CODHS2015397037,55.855854,222,3.3402176,Colombia,CO,50883000,hn,1143133.3
COL,region,5,ipa,govtsupport,Antioquia,CODHS2015397037,71.875,224,3.0108058,Colombia,CO,50883000,sp,1476339.9
COL,region,5,ipa,cashtransfer_delay,Antioquia,CODHS2015397037,17.948717,39,6.2254047,Colombia,CO,50883000,sp,312634.22
COL,region,5,ipa,healthseeking,Antioquia,CODHS2015397037,37.5,224,3.2419269,Colombia,CO,50883000,hn,770264.25
COL,region,5,ipa,remotelearning,Antioquia,CODHS2015397037,0,55,0,Colombia,CO,50883000,ed,0
COL,region,17,ipa,cashtransfer_delay,Caldas,CODHS2015397038,,7,14.285714,Colombia,CO,50883000,sp,
COL,region,17,ipa,remotelearning,Caldas,CODHS2015397038,,11,0,Colombia,CO,50883000,ed,
COL,region,17,ipa,govtsupport,Caldas,CODHS2015397038,75,40,6.9337525,Colombia,CO,50883000,sp,275094.38
COL,region,17,ipa,fsec,Caldas,CODHS2015397038,40,40,7.8446455,Colombia,CO,50883000,hn,147501.06
COL,region,17,ipa,healthseeking,Caldas,CODHS2015397038,45,40,7.9662752,Colombia,CO,50883000,hn,165056.63
COL,region,66,ipa,healthseeking,Risaralda,CODHS2015397039,48.387096,31,9.1239586,Colombia,CO,50883000,hn,137547.19
COL,region,66,ipa,remotelearning,Risaralda,CODHS2015397039,,8,0,Colombia,CO,50883000,ed,
COL,region,66,ipa,govtsupport,Risaralda,CODHS2015397039,90.322578,31,5.3978066,Colombia,CO,50883000,sp,256754.75
COL,region,66,ipa,fsec,Risaralda,CODHS2015397039,41.935482,31,9.0091867,Colombia,CO,50883000,hn,119844.6
COL,region,66,ipa,cashtransfer_delay,Risaralda,CODHS2015397039,,4,0,Colombia,CO,50883000,sp,
COL,region,63,ipa,govtsupport,Quindío,CODHS2015397040,,24,9.829464,Colombia,CO,50883000,sp,
COL,region,63,ipa,cashtransfer_delay,Quindío,CODHS2015397040,,7,0,Colombia,CO,50883000,sp,
COL,region,63,ipa,fsec,Quindío,CODHS2015397040,,24,10.094661,Colombia,CO,50883000,hn,
COL,region,63,ipa,healthseeking,Quindío,CODHS2015397040,,24,10.389457,Colombia,CO,50883000,hn,
COL,region,63,ipa,remotelearning,Quindío,CODHS2015397040,,6,16.666666,Colombia,CO,50883000,ed,
COL,region,73,ipa,fsec,Tolima,CODHS2015397041,54.347828,46,7.4253268,Colombia,CO,50883000,hn,230470.41
COL,region,73,ipa,cashtransfer_delay,Tolima,CODHS2015397041,,9,11.111111,Colombia,CO,50883000,sp,
COL,region,73,ipa,remotelearning,Tolima,CODHS2015397041,,15,6.6666665,Colombia,CO,50883000,ed,
COL,region,73,ipa,healthseeking,Tolima,CODHS2015397041,43.47826,46,7.3898835,Colombia,CO,50883000,hn,183396.25
COL,region,73,ipa,govtsupport,Tolima,CODHS2015397041,65.217392,46,7.0999703,Colombia,CO,50883000,sp,275094.38
COL,region,41,ipa,healthseeking,Huila,CODHS2015397042,37.142857,35,8.2865839,Colombia,CO,50883000,hn,119207.56
COL,region,41,ipa,cashtransfer_delay,Huila,CODHS2015397042,,9,14.698618,Colombia,CO,50883000,sp,
COL,region,41,ipa,govtsupport,Huila,CODHS2015397042,68.571426,35,7.9614921,Colombia,CO,50883000,sp,220075.5
COL,region,41,ipa,remotelearning,Huila,CODHS2015397042,,12,0,Colombia,CO,50883000,ed,
COL,region,41,ipa,fsec,Huila,CODHS2015397042,54.285713,35,8.5433712,Colombia,CO,50883000,hn,175157.5
COL,region,18,ipa,healthseeking,Caquetá,CODHS2015397043,,15,13.093074,Colombia,CO,50883000,hn,
COL,region,18,ipa,remotelearning,Caquetá,CODHS2015397043,,6,16.666666,Colombia,CO,50883000,ed,
COL,region,18,ipa,govtsupport,Caquetá,CODHS2015397043,,15,9.0851355,Colombia,CO,50883000,sp,
COL,region,18,ipa,fsec,Caquetá,CODHS2015397043,,15,12.598816,Colombia,CO,50883000,hn,
COL,region,76,ipa,healthseeking,Valle,CODHS2015397044,49.640289,139,4.2561727,Colombia,CO,50883000,hn,632717.13
COL,region,76,ipa,cashtransfer_delay,Valle,CODHS2015397044,21.428572,28,7.8967257,Colombia,CO,50883000,sp,267972.19
COL,region,76,ipa,remotelearning,Valle,CODHS2015397044,5.5555573,36,3.8718448,Colombia,CO,50883000,ed,45347.738
COL,region,76,ipa,fsec,Valle,CODHS2015397044,53.57143,140,4.2301121,Colombia,CO,50883000,hn,691411.25
COL,region,76,ipa,govtsupport,Valle,CODHS2015397044,71.63121,141,3.8098471,Colombia,CO,50883000,sp,926151.13
COL,region,19,ipa,healthseeking,Cauca,CODHS2015397045,54.285713,35,8.5433712,Colombia,CO,50883000,hn,174226.44
COL,region,19,ipa,fsec,Cauca,CODHS2015397045,68.571426,35,7.9614921,Colombia,CO,50883000,hn,221251.58
COL,region,19,ipa,cashtransfer_delay,Cauca,CODHS2015397045,,15,10.69045,Colombia,CO,50883000,sp,
COL,region,19,ipa,govtsupport,Cauca,CODHS2015397045,77.142853,35,7.2014403,Colombia,CO,50883000,sp,247584.92
COL,region,19,ipa,remotelearning,Cauca,CODHS2015397045,,12,0,Colombia,CO,50883000,ed,
COL,region,52,ipa,cashtransfer_delay,Nariño,CODHS2015397046,,12,14.86471,Colombia,CO,50883000,sp,
COL,region,52,ipa,govtsupport,Nariño,CODHS2015397046,82.857147,35,6.4634905,Colombia,CO,50883000,sp,265924.59
COL,region,52,ipa,remotelearning,Nariño,CODHS2015397046,,11,12.196734,Colombia,CO,50883000,ed,
COL,region,52,ipa,fsec,Nariño,CODHS2015397046,73.529411,34,7.6798964,Colombia,CO,50883000,hn,230470.41
COL,region,52,ipa,healthseeking,Nariño,CODHS2015397046,57.142857,35,8.4869785,Colombia,CO,50883000,hn,183396.25
COL,region,27,ipa,cashtransfer_delay,Chocó,CODHS2015397047,,4,28.867514,Colombia,CO,50883000,sp,
COL,region,27,ipa,healthseeking,Chocó,CODHS2015397047,,8,18.298126,Colombia,CO,50883000,hn,
COL,region,27,ipa,fsec,Chocó,CODHS2015397047,,8,16.366343,Colombia,CO,50883000,hn,
COL,region,27,ipa,remotelearning,Chocó,CODHS2015397047,,4,25,Colombia,CO,50883000,ed,
COL,region,27,ipa,govtsupport,Chocó,CODHS2015397047,,8,16.366343,Colombia,CO,50883000,sp,
COL,region,81,ipa,healthseeking,Arauca,CODHS2015397048,,8,18.298126,Colombia,CO,50883000,hn,
COL,region,81,ipa,fsec,Arauca,CODHS2015397048,,8,12.5,Colombia,CO,50883000,hn,
COL,region,81,ipa,cashtransfer_delay,Arauca,CODHS2015397048,,3,0,Colombia,CO,50883000,sp,
COL,region,81,ipa,govtsupport,Arauca,CODHS2015397048,,8,18.298126,Colombia,CO,50883000,sp,
COL,region,81,ipa,remotelearning,Arauca,CODHS2015397048,,3,0,Colombia,CO,50883000,ed,
COL,region,85,ipa,fsec,Casanare,CODHS2015397049,,13,14.39099,Colombia,CO,50883000,hn,
COL,region,85,ipa,healthseeking,Casanare,CODHS2015397049,,14,11.380393,Colombia,CO,50883000,hn,
COL,region,85,ipa,remotelearning,Casanare,CODHS2015397049,,6,0,Colombia,CO,50883000,ed,
COL,region,85,ipa,cashtransfer_delay,Casanare,CODHS2015397049,,5,24.494898,Colombia,CO,50883000,sp,
COL,region,85,ipa,govtsupport,Casanare,CODHS2015397049,,14,13.289435,Colombia,CO,50883000,sp,
COL,region,91,ipa,healthseeking,Amazonas,CODHS2015397052,,2,50,Colombia,CO,50883000,hn,
COL,region,91,ipa,fsec,Amazonas,CODHS2015397052,,2,50,Colombia,CO,50883000,hn,
COL,region,91,ipa,govtsupport,Amazonas,CODHS2015397052,,2,0,Colombia,CO,50883000,sp,
COL,region,86,ipa,cashtransfer_delay,Putumayo,CODHS2015397053,,6,22.36068,Colombia,CO,50883000,sp,
COL,region,86,ipa,govtsupport,Putumayo,CODHS2015397053,,16,8.5391254,Colombia,CO,50883000,sp,
COL,region,86,ipa,remotelearning,Putumayo,CODHS2015397053,,6,0,Colombia,CO,50883000,ed,
COL,region,86,ipa,fsec,Putumayo,CODHS2015397053,,16,11.18034,Colombia,CO,50883000,hn,
COL,region,86,ipa,healthseeking,Putumayo,CODHS2015397053,,16,11.967839,Colombia,CO,50883000,hn,
COL,region,95,ipa,govtsupport,Guaviare,CODHS2015397054,,2,50,Colombia,CO,50883000,sp,
COL,region,95,ipa,fsec,Guaviare,CODHS2015397054,,2,50,Colombia,CO,50883000,hn,
COL,region,95,ipa,healthseeking,Guaviare,CODHS2015397054,,2,50,Colombia,CO,50883000,hn,
COL,region,97,ipa,govtsupport,Vaupés,CODHS2015397055,,2,0,Colombia,CO,50883000,sp,
COL,region,97,ipa,fsec,Vaupés,CODHS2015397055,,2,50,Colombia,CO,50883000,hn,
COL,region,97,ipa,healthseeking,Vaupés,CODHS2015397055,,2,50,Colombia,CO,50883000,hn,
ETH,region,14,wb,healthseeking,Addis Ababa,ET.AA,5.6910553,123,2.0974567,Ethiopia,ET,114964000,hn,474819.19
ETH,region,14,wb,remotelearning,Addis Ababa,ET.AA,65.174133,201,3.3687875,Ethiopia,ET,114964000,ed,3666292.3
ETH,region,14,wb,govtsupport,Addis Ababa,ET.AA,98.464493,521,.53921789,Ethiopia,ET,114964000,sp,9961876
ETH,region,14,wb,fsec,Addis Ababa,ET.AA,28.214972,521,1.9735816,Ethiopia,ET,114964000,hn,2858700.8
ETH,region,2,wb,healthseeking,Afar,ET.AF,0,54,0,Ethiopia,ET,114964000,hn,0
ETH,region,2,wb,govtsupport,Afar,ET.AF,87.709496,179,2.4609237,Ethiopia,ET,114964000,sp,3048761.5
ETH,region,2,wb,fsec,Afar,ET.AF,30.167597,179,3.4402409,Ethiopia,ET,114964000,hn,1050134.9
ETH,region,2,wb,remotelearning,Afar,ET.AF,82.432434,74,4.4539304,Ethiopia,ET,114964000,ed,1707204.8
ETH,region,3,wb,govtsupport,Amhara,ET.AM,97.454544,275,.95149922,Ethiopia,ET,114964000,sp,5204255
ETH,region,3,wb,remotelearning,Amhara,ET.AM,88.235291,136,2.7729678,Ethiopia,ET,114964000,ed,3358435.5
ETH,region,3,wb,healthseeking,Amhara,ET.AM,6.7567596,74,2.9377606,Ethiopia,ET,114964000,hn,339156.81
ETH,region,3,wb,fsec,Amhara,ET.AM,36.363636,275,2.9061034,Ethiopia,ET,114964000,hn,1944694.4
ETH,region,6,wb,remotelearning,Benishangul-Gumuz,ET.BE,83.333336,96,3.8235955,Ethiopia,ET,114964000,ed,2238957
ETH,region,6,wb,healthseeking,Benishangul-Gumuz,ET.BE,7.1428604,70,3.1004097,Ethiopia,ET,114964000,hn,339156.84
ETH,region,6,wb,govtsupport,Benishangul-Gumuz,ET.BE,99.425285,174,.57471263,Ethiopia,ET,114964000,sp,3359463
ETH,region,6,wb,fsec,Benishangul-Gumuz,ET.BE,36.994221,173,3.6812296,Ethiopia,ET,114964000,hn,1244604.5
ETH,region,15,wb,remotelearning,Dire Dawa,ET.DD,59.223301,103,4.8657775,Ethiopia,ET,114964000,ed,1707204.8
ETH,region,15,wb,govtsupport,Dire Dawa,ET.DD,95.041321,242,1.3983976,Ethiopia,ET,114964000,sp,4466338
ETH,region,15,wb,fsec,Dire Dawa,ET.DD,27.272728,242,2.8688273,Ethiopia,ET,114964000,hn,1283498.4
ETH,region,15,wb,healthseeking,Dire Dawa,ET.DD,7.9365082,63,3.4329114,Ethiopia,ET,114964000,hn,339156.69
ETH,region,12,wb,healthseeking,Gambela,ET.GA,3.8461533,52,2.6928463,Ethiopia,ET,114964000,hn,135662.64
ETH,region,12,wb,fsec,Gambela,ET.GA,32.236843,152,3.8035102,Ethiopia,ET,114964000,hn,952900.31
ETH,region,12,wb,remotelearning,Gambela,ET.GA,74.390244,82,4.8497372,Ethiopia,ET,114964000,ed,1707204.6
ETH,region,12,wb,govtsupport,Gambela,ET.GA,96.732025,153,1.4421241,Ethiopia,ET,114964000,sp,2873991.5
ETH,region,13,wb,healthseeking,Harar,ET.HA,2.7777786,72,1.9503042,Ethiopia,ET,114964000,hn,135662.7
ETH,region,13,wb,remotelearning,Harar,ET.HA,69.230774,130,4.0636196,Ethiopia,ET,114964000,ed,2518826.8
ETH,region,13,wb,govtsupport,Harar,ET.HA,97.78598,271,.89546245,Ethiopia,ET,114964000,sp,5145998.5
ETH,region,13,wb,fsec,Harar,ET.HA,25.830257,271,2.6637647,Ethiopia,ET,114964000,hn,1361286.1
ETH,region,4,wb,govtsupport,Oromia,ET.OR,98.232323,396,.66302526,Ethiopia,ET,114964000,sp,7553937.5
ETH,region,4,wb,healthseeking,Oromia,ET.OR,6.7226868,119,2.3052526,Ethiopia,ET,114964000,hn,542650.5
ETH,region,4,wb,fsec,Oromia,ET.OR,51.776649,394,2.5205736,Ethiopia,ET,114964000,hn,3967176.8
ETH,region,4,wb,remotelearning,Oromia,ET.OR,82.773109,238,2.4528666,Ethiopia,ET,114964000,ed,5513431.5
ETH,region,7,wb,govtsupport,Snnpr,ET.SN,98.224854,169,1.0187634,Ethiopia,ET,114964000,sp,3223531.3
ETH,region,7,wb,healthseeking,Snnpr,ET.SN,3.7735825,53,2.6425459,Ethiopia,ET,114964000,hn,135662.59
ETH,region,7,wb,fsec,Snnpr,ET.SN,50.295856,169,3.8575163,Ethiopia,ET,114964000,hn,1652990.3
ETH,region,7,wb,remotelearning,Snnpr,ET.SN,82.692307,104,3.7276363,Ethiopia,ET,114964000,ed,2406878.8
ETH,region,5,wb,healthseeking,Somali,ET.SO,19.607841,51,5.6148319,Ethiopia,ET,114964000,hn,678313.25
ETH,region,5,wb,remotelearning,Somali,ET.SO,,4,25,Ethiopia,ET,114964000,ed,
ETH,region,5,wb,fsec,Somali,ET.SO,22.988506,87,4.537158,Ethiopia,ET,114964000,hn,388938.91
ETH,region,5,wb,govtsupport,Somali,ET.SO,78.160919,87,4.4551544,Ethiopia,ET,114964000,sp,1320482.6
ETH,region,1,wb,remotelearning,Tigray,ET.TI,43.506493,154,4.0080266,Ethiopia,ET,114964000,ed,1875126.4
ETH,region,1,wb,healthseeking,Tigray,ET.TI,4.838707,62,2.7474515,Ethiopia,ET,114964000,hn,203493.89
ETH,region,1,wb,govtsupport,Tigray,ET.TI,95.709572,303,1.1660699,Ethiopia,ET,114964000,sp,5631470
ETH,region,1,wb,fsec,Tigray,ET.TI,34.323433,303,2.7321033,Ethiopia,ET,114964000,hn,2022482.3
GHA,region,7,ipa,fsec,Greater Accra,GH.ACC,50.915752,546,2.1414053,Ghana,GH,31073000,hn,2313254.5
GHA,region,7,ipa,cashtransfer_delay,Greater Accra,GH.ACC,,2,50,Ghana,GH,31073000,sp,
GHA,region,7,ipa,remotelearning,Greater Accra,GH.ACC,32.167831,286,2.7669818,Ghana,GH,31073000,ed,862915.06
GHA,region,7,ipa,healthseeking,Greater Accra,GH.ACC,11.050725,552,1.3356442,Ghana,GH,31073000,hn,506332.09
GHA,region,7,ipa,govtsupport,Greater Accra,GH.ACC,77.158272,556,1.7820063,Ghana,GH,31073000,sp,3539092.5
GHA,region,1,ipa,fsec,Ahafo,GH.AHA,,19,10.379087,Ghana,GH,31073000,hn,
GHA,region,1,ipa,remotelearning,Ahafo,GH.AHA,,14,13.867505,Ghana,GH,31073000,ed,
GHA,region,1,ipa,healthseeking,Ahafo,GH.AHA,,19,8.5947008,Ghana,GH,31073000,hn,
GHA,region,1,ipa,govtsupport,Ahafo,GH.AHA,,19,8.5947008,Ghana,GH,31073000,sp,
GHA,region,2,ipa,fsec,Ashanti,GH.ASH,57.947021,302,2.8453171,Ghana,GH,31073000,hn,1456185.3
GHA,region,2,ipa,remotelearning,Ashanti,GH.ASH,47.36842,190,3.6319239,Ghana,GH,31073000,ed,844156
GHA,region,2,ipa,cashtransfer_delay,Ashanti,GH.ASH,,3,33.333332,Ghana,GH,31073000,sp,
GHA,region,2,ipa,govtsupport,Ashanti,GH.ASH,75.328949,304,2.4765863,Ghana,GH,31073000,sp,1889166
GHA,region,2,ipa,healthseeking,Ashanti,GH.ASH,8.9403973,302,1.6445915,Ghana,GH,31073000,hn,224114.19
GHA,region,4,ipa,healthseeking,Bono East,GH.BOE,5.7692308,52,3.2649026,Ghana,GH,31073000,hn,24901.576
GHA,region,4,ipa,remotelearning,Bono East,GH.BOE,41.176472,34,8.5672836,Ghana,GH,31073000,ed,131313.16
GHA,region,4,ipa,fsec,Bono East,GH.BOE,41.509434,53,6.8330507,Ghana,GH,31073000,hn,183063.3
GHA,region,4,ipa,govtsupport,Bono East,GH.BOE,73.584908,53,6.1139064,Ghana,GH,31073000,sp,321735.72
GHA,region,3,ipa,govtsupport,Bono,GH.BON,65.384613,78,5.4215941,Ghana,GH,31073000,sp,420731.28
GHA,region,3,ipa,fsec,Bono,GH.BON,43.589745,78,5.6510067,Ghana,GH,31073000,hn,282916
GHA,region,3,ipa,healthseeking,Bono,GH.BON,1.2820513,78,1.2820513,Ghana,GH,31073000,hn,8300.5264
GHA,region,3,ipa,remotelearning,Bono,GH.BON,48.936169,47,7.370429,Ghana,GH,31073000,ed,215728.73
GHA,region,5,ipa,cashtransfer_delay,Central,GH.CEN,,2,50,Ghana,GH,31073000,sp,
GHA,region,5,ipa,remotelearning,Central,GH.CEN,34.722221,72,5.6501145,Ghana,GH,31073000,ed,234487.77
GHA,region,5,ipa,govtsupport,Central,GH.CEN,68.907562,119,4.2610812,Ghana,GH,31073000,sp,676469.94
GHA,region,5,ipa,healthseeking,Central,GH.CEN,9.4017096,117,2.7097824,Ghana,GH,31073000,hn,91305.789
GHA,region,5,ipa,fsec,Central,GH.CEN,58.823528,119,4.5306354,Ghana,GH,31073000,hn,582474.06
GHA,region,6,ipa,fsec,Eastern,GH.EAS,53.333332,120,4.5732956,Ghana,GH,31073000,hn,532547.75
GHA,region,6,ipa,healthseeking,Eastern,GH.EAS,11.666667,120,2.9428101,Ghana,GH,31073000,hn,116207.37
GHA,region,6,ipa,remotelearning,Eastern,GH.EAS,46.575344,73,5.8787184,Ghana,GH,31073000,ed,318903.41
GHA,region,6,ipa,govtsupport,Eastern,GH.EAS,75.833336,120,3.924325,Ghana,GH,31073000,sp,750716.63
GHA,region,8,ipa,healthseeking,North East,GH.NOE,,12,13.055824,Ghana,GH,31073000,hn,
GHA,region,8,ipa,remotelearning,North East,GH.NOE,,9,17.568209,Ghana,GH,31073000,ed,
GHA,region,8,ipa,govtsupport,North East,GH.NOE,,12,8.333333,Ghana,GH,31073000,sp,
GHA,region,8,ipa,fsec,North East,GH.NOE,,12,13.055824,Ghana,GH,31073000,hn,
GHA,region,9,ipa,govtsupport,Northern,GH.NOR,82.352943,68,4.6573439,Ghana,GH,31073000,sp,461979.47
GHA,region,9,ipa,remotelearning,Northern,GH.NOR,57.692307,52,6.9180474,Ghana,GH,31073000,ed,281385.31
GHA,region,9,ipa,healthseeking,Northern,GH.NOR,15.942029,69,4.4392214,Ghana,GH,31073000,hn,91305.781
GHA,region,9,ipa,fsec,Northern,GH.NOR,47.058823,68,6.0978947,Ghana,GH,31073000,hn,266273.88
GHA,region,10,ipa,fsec,Oti,GH.OTI,,22,10.910894,Ghana,GH,31073000,hn,
GHA,region,10,ipa,govtsupport,Oti,GH.OTI,,23,8.793911,Ghana,GH,31073000,sp,
GHA,region,10,ipa,healthseeking,Oti,GH.OTI,,23,8.793911,Ghana,GH,31073000,hn,
GHA,region,10,ipa,remotelearning,Oti,GH.OTI,,16,12.5,Ghana,GH,31073000,ed,
GHA,region,11,ipa,fsec,Savannah,GH.SAV,,20,11.470787,Ghana,GH,31073000,hn,
GHA,region,11,ipa,remotelearning,Savannah,GH.SAV,,10,15.275252,Ghana,GH,31073000,ed,
GHA,region,11,ipa,healthseeking,Savannah,GH.SAV,,20,0,Ghana,GH,31073000,hn,
GHA,region,11,ipa,govtsupport,Savannah,GH.SAV,,20,9.1766291,Ghana,GH,31073000,sp,
GHA,region,12,ipa,fsec,Upper East,GH.UPE,48.57143,35,8.5714283,Ghana,GH,31073000,hn,141458.02
GHA,region,12,ipa,remotelearning,Upper East,GH.UPE,37.037037,27,9.4705238,Ghana,GH,31073000,ed,93795.109
GHA,region,12,ipa,govtsupport,Upper East,GH.UPE,80,35,6.8599434,Ghana,GH,31073000,sp,230989.73
GHA,region,12,ipa,healthseeking,Upper East,GH.UPE,14.285714,35,6.0012002,Ghana,GH,31073000,hn,41502.625
GHA,region,13,ipa,fsec,Upper West,GH.UPW,50,30,9.2847672,Ghana,GH,31073000,hn,124815.88
GHA,region,13,ipa,healthseeking,Upper West,GH.UPW,10,30,5.5708599,Ghana,GH,31073000,hn,24901.578
GHA,region,13,ipa,remotelearning,Upper West,GH.UPW,,22,10.910894,Ghana,GH,31073000,ed,
GHA,region,13,ipa,govtsupport,Upper West,GH.UPW,80,30,7.4278135,Ghana,GH,31073000,sp,197991.19
GHA,region,14,ipa,remotelearning,Volta,GH.VOL,54,50,7.1199632,Ghana,GH,31073000,ed,253246.8
GHA,region,14,ipa,govtsupport,Volta,GH.VOL,82.19178,73,4.5087709,Ghana,GH,31073000,sp,494978
GHA,region,14,ipa,fsec,Volta,GH.VOL,54.794521,73,5.8654032,Ghana,GH,31073000,hn,332842.34
GHA,region,14,ipa,healthseeking,Volta,GH.VOL,16.438356,73,4.367837,Ghana,GH,31073000,hn,99606.305
GHA,region,16,ipa,fsec,Western North,GH.WEN,,23,10.649956,Ghana,GH,31073000,hn,
GHA,region,16,ipa,govtsupport,Western North,GH.WEN,,23,9.3618336,Ghana,GH,31073000,sp,
GHA,region,16,ipa,remotelearning,Western North,GH.WEN,,16,12.808688,Ghana,GH,31073000,ed,
GHA,region,16,ipa,healthseeking,Western North,GH.WEN,,22,6.2733231,Ghana,GH,31073000,hn,
GHA,region,15,ipa,fsec,Western,GH.WES,53.608246,97,5.0897985,Ghana,GH,31073000,hn,432695.03
GHA,region,15,ipa,remotelearning,Western,GH.WES,30.555557,72,5.4668188,Ghana,GH,31073000,ed,206349.25
GHA,region,15,ipa,govtsupport,Western,GH.WES,78.571426,98,4.1662283,Ghana,GH,31073000,sp,635221.75
GHA,region,15,ipa,healthseeking,Western,GH.WES,7.216495,97,2.6409667,Ghana,GH,31073000,hn,58103.684
KEN,region,30,wb,fsec,Baringo,KE.BA,33.333332,60,6.1371641,Kenya,KE,53771000,hn,120410.91
KEN,region,30,wb,healthseeking,Baringo,KE.BA,,16,10.077822,Kenya,KE,53771000,hn,
KEN,region,30,wb,remotelearning,Baringo,KE.BA,26.829269,41,7.0055642,Kenya,KE,53771000,ed,71041.117
KEN,region,30,wb,govtsupport,Baringo,KE.BA,95,60,2.8374016,Kenya,KE,53771000,sp,343171.09
KEN,region,39,wb,govtsupport,Bungoma,KE.BN,98.496239,133,1.0592831,Kenya,KE,53771000,sp,788691.5
KEN,region,39,wb,fsec,Bungoma,KE.BN,54.887218,133,4.3311024,Kenya,KE,53771000,hn,439499.84
KEN,region,39,wb,remotelearning,Bungoma,KE.BN,21.359222,103,4.058042,Kenya,KE,53771000,ed,142082.2
KEN,region,39,wb,healthseeking,Bungoma,KE.BN,13.953491,43,5.3466702,Kenya,KE,53771000,hn,141872.97
KEN,region,36,wb,govtsupport,Bomet,KE.BO,100,34,0,Kenya,KE,53771000,sp,204698.55
KEN,region,36,wb,healthseeking,Bomet,KE.BO,,3,0,Kenya,KE,53771000,hn,
KEN,region,36,wb,fsec,Bomet,KE.BO,38.235294,34,8.4595146,Kenya,KE,53771000,hn,78267.094
KEN,region,36,wb,remotelearning,Bomet,KE.BO,,22,7.488677,Kenya,KE,53771000,ed,
KEN,region,40,wb,remotelearning,Busia,KE.BS,18.604652,86,4.2208614,Kenya,KE,53771000,ed,103332.52
KEN,region,40,wb,govtsupport,Busia,KE.BS,96.296295,108,1.8257067,Kenya,KE,53771000,sp,626136.75
KEN,region,40,wb,healthseeking,Busia,KE.BS,12.820511,39,5.4233551,Kenya,KE,53771000,hn,118227.44
KEN,region,40,wb,fsec,Busia,KE.BS,52.777779,108,4.8262172,Kenya,KE,53771000,hn,343171.13
KEN,region,14,wb,remotelearning,Embu,KE.EB,14.893616,47,5.24931,Kenya,KE,53771000,ed,45207.973
KEN,region,14,wb,fsec,Embu,KE.EB,50.602409,83,5.5211754,Kenya,KE,53771000,hn,252862.91
KEN,region,14,wb,govtsupport,Embu,KE.EB,100,83,0,Kenya,KE,53771000,sp,499705.28
KEN,region,14,wb,healthseeking,Embu,KE.EB,,23,7.1801987,Kenya,KE,53771000,hn,
KEN,region,28,wb,fsec,Elgeyo-Marakwet,KE.EM,40.983608,61,6.349153,Kenya,KE,53771000,hn,150513.66
KEN,region,28,wb,healthseeking,Elgeyo-Marakwet,KE.EM,,15,11.818737,Kenya,KE,53771000,hn,
KEN,region,28,wb,remotelearning,Elgeyo-Marakwet,KE.EM,16.666664,42,5.8202524,Kenya,KE,53771000,ed,45207.973
KEN,region,28,wb,govtsupport,Elgeyo-Marakwet,KE.EM,100,61,0,Kenya,KE,53771000,sp,367253.28
KEN,region,7,wb,fsec,Garissa,KE.GA,,23,10.568966,Kenya,KE,53771000,hn,
KEN,region,7,wb,healthseeking,Garissa,KE.GA,,5,24.494898,Kenya,KE,53771000,hn,
KEN,region,7,wb,remotelearning,Garissa,KE.GA,,14,12.5294,Kenya,KE,53771000,ed,
KEN,region,7,wb,govtsupport,Garissa,KE.GA,,23,0,Kenya,KE,53771000,sp,
KEN,region,43,wb,healthseeking,Homa Bay,KE.HB,9.6774216,31,5.3978066,Kenya,KE,53771000,hn,70936.484
KEN,region,43,wb,fsec,Homa Bay,KE.HB,66.304344,92,4.954927,Kenya,KE,53771000,hn,367253.25
KEN,region,43,wb,remotelearning,Homa Bay,KE.HB,18.840576,69,4.7420063,Kenya,KE,53771000,ed,83957.656
KEN,region,43,wb,govtsupport,Homa Bay,KE.HB,97.826088,92,1.5287192,Kenya,KE,53771000,sp,541849.13
KEN,region,11,wb,fsec,Isiolo,KE.IS,45.161289,31,9.0858622,Kenya,KE,53771000,hn,84287.641
KEN,region,11,wb,healthseeking,Isiolo,KE.IS,,7,18.442778,Kenya,KE,53771000,hn,
KEN,region,11,wb,remotelearning,Isiolo,KE.IS,,24,10.2799,Kenya,KE,53771000,ed,
KEN,region,11,wb,govtsupport,Isiolo,KE.IS,90.322578,31,5.3978066,Kenya,KE,53771000,sp,168575.28
KEN,region,22,wb,fsec,Kiambu,KE.KB,30.508474,118,4.2567997,Kenya,KE,53771000,hn,216739.64
KEN,region,22,wb,govtsupport,Kiambu,KE.KB,98.305084,118,1.1933533,Kenya,KE,53771000,sp,698383.31
KEN,region,22,wb,remotelearning,Kiambu,KE.KB,10.9375,64,3.9322054,Kenya,KE,53771000,ed,45207.98
KEN,region,22,wb,healthseeking,Kiambu,KE.KB,17.241379,29,7.1386094,Kenya,KE,53771000,hn,118227.45
KEN,region,3,wb,fsec,Kilifi,KE.KF,43.18182,88,5.3104887,Kenya,KE,53771000,hn,228780.73
KEN,region,3,wb,remotelearning,Kilifi,KE.KF,19.298248,57,5.2735906,Kenya,KE,53771000,ed,71041.117
