countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,value,ss,se,month,year,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs
TCD,region,15,wb,1,remotelearning,Salamat,TCD.18_1,,23,8.0810471,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
TCD,region,21,wb,1,healthseeking,Sila,TCD.19_1,,6,16.666666,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,21,wb,1,remotelearning,Sila,TCD.19_1,,14,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
TCD,region,21,wb,1,fsec,Sila,TCD.19_1,75,28,8.333333,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,105582.52
TCD,region,19,wb,1,govtsupport,Barh-El-Gazal,TCD.1_1,,10,10,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,19,wb,1,healthseeking,Barh-El-Gazal,TCD.1_1,,13,13.323468,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,19,wb,1,fsec,Barh-El-Gazal,TCD.1_1,88.571426,35,5.4563642,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,155859.92
TCD,region,19,wb,1,remotelearning,Barh-El-Gazal,TCD.1_1,,23,4.347826,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
TCD,region,16,wb,1,govtsupport,Tandjilé,TCD.20_1,,6,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,16,wb,1,healthseeking,Tandjilé,TCD.20_1,6.0606079,33,4.2180033,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,21151.604
TCD,region,16,wb,1,remotelearning,Tandjilé,TCD.20_1,75.510208,49,6.2069006,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,172570.03
TCD,region,16,wb,1,fsec,Tandjilé,TCD.20_1,89.655174,58,4.0337768,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,261442.44
TCD,region,18,wb,1,govtsupport,Ville De N'Djamena,TCD.22_1,89.552238,67,3.7651117,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,3215300.5
TCD,region,18,wb,1,fsec,Ville De N'Djamena,TCD.22_1,65.179855,695,1.8083906,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,2277565.8
TCD,region,18,wb,1,healthseeking,Ville De N'Djamena,TCD.22_1,24.842766,318,2.4269216,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,835487.94
TCD,region,18,wb,1,remotelearning,Ville De N'Djamena,TCD.22_1,75.93985,532,1.8549695,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,1884278.3
TCD,region,17,wb,1,govtsupport,Wadi Fira,TCD.23_1,,4,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,17,wb,1,healthseeking,Wadi Fira,TCD.23_1,,10,10,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,17,wb,1,fsec,Wadi Fira,TCD.23_1,46.80851,47,7.3570647,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,110610.26
TCD,region,17,wb,1,remotelearning,Wadi Fira,TCD.23_1,64,25,9.7979593,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,74624.883
TCD,region,1,wb,1,remotelearning,Batha,TCD.2_1,63.333332,30,8.948555,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,88617.047
TCD,region,1,wb,1,healthseeking,Batha,TCD.2_1,,22,7.488677,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,1,wb,1,fsec,Batha,TCD.2_1,98.214287,56,1.7857143,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,276525.66
TCD,region,1,wb,1,govtsupport,Batha,TCD.2_1,,2,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,2,wb,1,govtsupport,Borkou,TCD.3_1,,2,50,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,2,wb,1,remotelearning,Borkou,TCD.3_1,,11,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
TCD,region,2,wb,1,healthseeking,Borkou,TCD.3_1,,5,20,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,2,wb,1,fsec,Borkou,TCD.3_1,,17,5.8823528,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,3,wb,1,remotelearning,Chari-Baguirmi,TCD.4_1,74.19355,31,7.9888926,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,107273.27
TCD,region,3,wb,1,fsec,Chari-Baguirmi,TCD.4_1,90.196075,51,4.2054138,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,231276
TCD,region,3,wb,1,govtsupport,Chari-Baguirmi,TCD.4_1,,4,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,3,wb,1,healthseeking,Chari-Baguirmi,TCD.4_1,,20,11.413289,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,23,wb,1,remotelearning,Ennedi Est,TCD.5_1,,10,10,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
TCD,region,23,wb,1,govtsupport,Ennedi Est,TCD.5_1,,3,33.333332,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,23,wb,1,healthseeking,Ennedi Est,TCD.5_1,,2,50,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,23,wb,1,fsec,Ennedi Est,TCD.5_1,,12,13.055824,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,20,wb,1,fsec,Ennedi Ouest,TCD.6_1,,5,24.494898,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,20,wb,1,remotelearning,Ennedi Ouest,TCD.6_1,,2,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
TCD,region,4,wb,1,healthseeking,GuéRa,TCD.7_1,,24,5.7630339,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,4,wb,1,remotelearning,GuéRa,TCD.7_1,78.947372,38,6.7022581,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,139921.66
TCD,region,4,wb,1,govtsupport,GuéRa,TCD.7_1,,3,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,4,wb,1,fsec,GuéRa,TCD.7_1,80.434784,46,5.9136829,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,186026.36
TCD,region,5,wb,1,fsec,Hadjer-Lamis,TCD.8_1,90.56604,53,4.0534806,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,241331.48
TCD,region,5,wb,1,govtsupport,Hadjer-Lamis,TCD.8_1,,11,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,5,wb,1,remotelearning,Hadjer-Lamis,TCD.8_1,75.757576,33,7.5757575,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,116601.38
TCD,region,5,wb,1,healthseeking,Hadjer-Lamis,TCD.8_1,19.148933,47,5.8014464,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,95182.164
TCD,region,6,wb,1,fsec,Kanem,TCD.9_1,84,50,5.2372293,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,211165.03
TCD,region,6,wb,1,govtsupport,Kanem,TCD.9_1,,4,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,6,wb,1,remotelearning,Kanem,TCD.9_1,,4,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
UGA,region,4,wb,1,remotelearning,Central 1,UGDHS2016452002,40.414509,193,3.5415087,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,743581.19
UGA,region,4,wb,2,healthseeking,Central 1,UGDHS2016452002,18.620689,145,3.2439461,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,497390.88
UGA,region,4,wb,2,fsec,Central 1,UGDHS2016452002,28.15126,238,2.921355,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,740896.56
UGA,region,4,wb,2,govtsupport,Central 1,UGDHS2016452002,100,238,0,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,2631841.5
UGA,region,3,wb,1,remotelearning,Central 2,UGDHS2016452003,33.333336,186,3.4658349,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,591051.75
UGA,region,3,wb,2,fsec,Central 2,UGDHS2016452003,22.553192,235,2.7321079,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,586082.31
UGA,region,3,wb,2,healthseeking,Central 2,UGDHS2016452003,8.4967346,153,2.2616348,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,239484.58
UGA,region,3,wb,2,govtsupport,Central 2,UGDHS2016452003,95.319153,235,1.3808439,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,2477027.3
UGA,region,9,wb,2,healthseeking,Kampala,UGDHS2016452004,5.8823547,34,4.0959449,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,36843.781
UGA,region,9,wb,1,remotelearning,Kampala,UGDHS2016452004,34.426231,61,6.1338644,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,200194.94
UGA,region,9,wb,2,fsec,Kampala,UGDHS2016452004,45.161289,93,5.1883931,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,464442.59
UGA,region,9,wb,2,govtsupport,Kampala,UGDHS2016452004,96.774193,93,1.8420653,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,995234.13
UGA,region,15,wb,2,healthseeking,West Nile,UGDHS2016452009,3.4482727,87,1.9675772,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,55265.602
UGA,region,15,wb,1,remotelearning,West Nile,UGDHS2016452009,32.323235,99,4.7245903,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,305058.97
UGA,region,15,wb,2,fsec,West Nile,UGDHS2016452009,71.641792,134,3.90838,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,1061583.1
UGA,region,15,wb,2,govtsupport,West Nile,UGDHS2016452009,87.313431,134,2.8859365,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,1293804.4
UGA,region,10,wb,2,govtsupport,Karamoja,UGDHS2016452012,95.555557,90,2.184448,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,951001.5
UGA,region,10,wb,2,healthseeking,Karamoja,UGDHS2016452012,6.7796631,59,3.3009984,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,73687.563
UGA,region,10,wb,1,remotelearning,Karamoja,UGDHS2016452012,61.53846,52,6.8124223,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,305058.94
UGA,region,10,wb,2,fsec,Karamoja,UGDHS2016452012,37.777779,90,5.139205,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,375977.34
UGA,region,7,wb,2,healthseeking,Busoga,UGDHS2016452025,34.482758,174,3.6137304,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,1105313
UGA,region,7,wb,2,govtsupport,Busoga,UGDHS2016452025,99.578056,237,.42194092,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,2609725
UGA,region,7,wb,2,fsec,Busoga,UGDHS2016452025,26.582279,237,2.87568,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,696663.94
UGA,region,7,wb,1,remotelearning,Busoga,UGDHS2016452025,35.57692,208,3.327513,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,705448.75
UGA,region,5,wb,2,fsec,Bukedi,UGDHS2016452026,72.413795,58,5.9199662,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,464442.63
UGA,region,5,wb,2,healthseeking,Bukedi,UGDHS2016452026,21.739128,46,6.1487546,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,184218.83
UGA,region,5,wb,2,govtsupport,Bukedi,UGDHS2016452026,82.758621,58,5.0032845,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,530791.56
UGA,region,5,wb,1,remotelearning,Bukedi,UGDHS2016452026,52,50,7.1371408,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,247860.41
UGA,region,8,wb,1,remotelearning,Bugishu,UGDHS2016452027,41.414143,99,4.97574,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,390856.78
UGA,region,8,wb,2,healthseeking,Bugishu,UGDHS2016452027,4.5454559,44,3.1765285,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,36843.781
UGA,region,8,wb,2,fsec,Bugishu,UGDHS2016452027,34.234234,111,4.5241179,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,420209.97
UGA,region,8,wb,2,govtsupport,Bugishu,UGDHS2016452027,88.288284,111,3.0659523,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,1083699.4
UGA,region,13,wb,2,fsec,Teso,UGDHS2016452028,71.034485,145,3.7800193,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,1138990.3
UGA,region,13,wb,2,govtsupport,Teso,UGDHS2016452028,97.931038,145,1.1861936,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,1570258.4
UGA,region,13,wb,1,remotelearning,Teso,UGDHS2016452028,29.523811,105,4.4729161,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,295525.88
UGA,region,13,wb,2,healthseeking,Teso,UGDHS2016452028,6.2015533,129,2.131783,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,147375.16
UGA,region,12,wb,2,govtsupport,Lango,UGDHS2016452029,91.880341,234,1.7893785,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,2377503.8
UGA,region,12,wb,2,healthseeking,Lango,UGDHS2016452029,.5405426,185,.54054052,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,18421.955
UGA,region,12,wb,2,fsec,Lango,UGDHS2016452029,56.837608,234,3.2448356,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,1470735
UGA,region,12,wb,1,remotelearning,Lango,UGDHS2016452029,50.54945,182,3.7162464,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,877044.5
UGA,region,1,wb,2,govtsupport,Acholi,UGDHS2016452030,89.393936,66,3.8192177,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,652431.25
UGA,region,1,wb,2,fsec,Acholi,UGDHS2016452030,45.454544,66,6.1760564,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,331744.72
UGA,region,1,wb,2,healthseeking,Acholi,UGDHS2016452030,1.5873032,63,1.5873016,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,18421.902
UGA,region,1,wb,1,remotelearning,Acholi,UGDHS2016452030,31.25,48,6.7610235,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,142996.39
UGA,region,6,wb,2,fsec,Bunyoro,UGDHS2016452031,14.130435,92,3.6515453,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,143756.05
UGA,region,6,wb,1,remotelearning,Bunyoro,UGDHS2016452031,16.417908,67,4.5597768,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,104864
UGA,region,6,wb,2,govtsupport,Bunyoro,UGDHS2016452031,100,92,0,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,1017350.5
UGA,region,6,wb,2,healthseeking,Bunyoro,UGDHS2016452031,7.6923065,26,5.3293872,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,36843.766
UGA,region,14,wb,2,fsec,Tooro,UGDHS2016452032,56.349205,126,4.4359331,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,785129.13
UGA,region,14,wb,2,govtsupport,Tooro,UGDHS2016452032,96.825394,126,1.5681382,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,1349095.1
UGA,region,14,wb,1,remotelearning,Tooro,UGDHS2016452032,35.087723,114,4.4895391,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,381323.75
UGA,region,14,wb,2,healthseeking,Tooro,UGDHS2016452032,1.515152,66,1.5151515,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,18421.891
UGA,region,2,wb,2,fsec,Ankole,UGDHS2016452033,4.2471042,259,1.255488,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,121639.73
UGA,region,2,wb,2,govtsupport,Ankole,UGDHS2016452033,96.525093,259,1.1402016,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,2764539.3
UGA,region,2,wb,1,remotelearning,Ankole,UGDHS2016452033,48.756218,201,3.5344398,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,934243.06
UGA,region,2,wb,2,healthseeking,Ankole,UGDHS2016452033,4.3010788,93,2.1151838,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,73687.602
UGA,region,11,wb,1,remotelearning,Kigezi,UGDHS2016452034,67.647064,68,5.7153645,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,ed,438522.28
UGA,region,11,wb,2,govtsupport,Kigezi,UGDHS2016452034,97.530861,81,1.7349962,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,873594.44
UGA,region,11,wb,2,healthseeking,Kigezi,UGDHS2016452034,,16,0,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,
UGA,region,11,wb,2,fsec,Kigezi,UGDHS2016452034,9.876543,81,3.3356187,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,88465.258
VNM,region,3,wb,1,govtsupport,North Central & Central Coastal Area,VN.CC1,95.981804,1319,.54094398,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,5401004
VNM,region,3,wb,1,healthseeking,North Central & Central Coastal Area,VN.CC1,4.6272507,389,1.0664923,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,255000.48
VNM,region,3,wb,1,fsec,North Central & Central Coastal Area,VN.CC1,37.528431,1319,1.3337171,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,2111767
VNM,region,3,wb,1,remotelearning,North Central & Central Coastal Area,VN.CC1,21.574341,686,1.5716382,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,820853.25
VNM,region,3,wb,1,schoolreturn,North Central & Central Coastal Area,VN.CC1,1.1510773,695,.4049103,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,43731.867
VNM,region,4,wb,1,govtsupport,Central Highlands,VN.CH1,96.288208,458,.88434184,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,1881392.5
VNM,region,4,wb,1,fsec,Central Highlands,VN.CH1,40.829693,458,2.299227,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,797778.63
VNM,region,4,wb,1,schoolreturn,Central Highlands,VN.CH1,1.2345657,243,.70982665,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,16399.447
VNM,region,4,wb,1,remotelearning,Central Highlands,VN.CH1,19.747902,238,2.5859165,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,260676.45
VNM,region,4,wb,1,healthseeking,Central Highlands,VN.CH1,5.5172424,145,1.9026374,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,113333.54
VNM,region,6,wb,1,schoolreturn,Mekong River Delta,VN.MR1,1.2681122,552,.476686,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,38265.328
VNM,region,6,wb,1,healthseeking,Mekong River Delta,VN.MR1,1.5974426,313,.70980448,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,70833.383
VNM,region,6,wb,1,remotelearning,Mekong River Delta,VN.MR1,25.551468,544,1.8716993,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,770936.56
VNM,region,6,wb,1,govtsupport,Mekong River Delta,VN.MR1,97.455231,1061,.4836975,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,4411246.5
VNM,region,6,wb,1,fsec,Mekong River Delta,VN.MR1,33.647503,1061,1.4512831,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,1523032
VNM,region,2,wb,1,remotelearning,Northern Midlands & Mountainous Area,VN.NM1,19.203751,854,1.348696,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,909594.44
VNM,region,2,wb,1,healthseeking,Northern Midlands & Mountainous Area,VN.NM1,5.0574722,435,1.0518461,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,311667.22
VNM,region,2,wb,1,fsec,Northern Midlands & Mountainous Area,VN.NM1,40.841248,1474,1.2807301,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,2568250
VNM,region,2,wb,1,schoolreturn,Northern Midlands & Mountainous Area,VN.NM1,1.6128998,868,.42782256,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,76530.719
VNM,region,2,wb,1,govtsupport,Northern Midlands & Mountainous Area,VN.NM1,91.180458,1474,.73887753,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,5733767.5
VNM,region,1,wb,1,govtsupport,Red River Delta,VN.RR1,98.095238,1260,.38524008,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,5273018.5
VNM,region,1,wb,1,fsec,Red River Delta,VN.RR1,26.587301,1260,1.2451161,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,1429175.8
VNM,region,1,wb,1,healthseeking,Red River Delta,VN.RR1,4.8717957,390,1.0915015,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,269167.16
VNM,region,1,wb,1,remotelearning,Red River Delta,VN.RR1,15.112991,708,1.3470576,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,593454.69
VNM,region,1,wb,1,schoolreturn,Red River Delta,VN.RR1,1.9580383,715,.5185228,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,76530.742
VNM,region,5,wb,1,fsec,South East,VN.SE1,28.705149,641,1.7882119,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,784980.06
VNM,region,5,wb,1,govtsupport,South East,VN.SE1,97.81591,641,.57776308,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,sp,2674904.8
VNM,region,5,wb,1,remotelearning,South East,VN.SE1,26.687119,326,2.4535747,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,482528.72
VNM,region,5,wb,1,schoolreturn,South East,VN.SE1,1.5060272,332,.66943252,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,27332.516
VNM,region,5,wb,1,healthseeking,South East,VN.SE1,1.5075378,199,.86597031,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,42500.074
ZMB,region,9,ipa,1,cashtransfer_delay,Western,ZMB.10_1,,2,0,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,
ZMB,region,9,ipa,1,healthseeking,Western,ZMB.10_1,11.235955,89,3.3665278,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,hn,75021.711
ZMB,region,9,ipa,1,govtsupport,Western,ZMB.10_1,98.888885,90,1.1111112,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,658244.63
ZMB,region,9,ipa,1,schoolreturn,Western,ZMB.10_1,20,70,4.815434,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,ed,95419.57
ZMB,region,9,ipa,1,remotelearning,Western,ZMB.10_1,41.53846,65,6.159853,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,ed,204758.47
ZMB,region,9,ipa,1,fsec,Western,ZMB.10_1,50,70,6.0192928,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,hn,363432.97
ZMB,region,1,ipa,1,healthseeking,Central,ZMB.1_1,5.7692308,104,2.2974005,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,hn,45013.023
ZMB,region,1,ipa,1,remotelearning,Central,ZMB.1_1,30.434784,69,5.5799041,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,ed,159256.63
ZMB,region,1,ipa,1,fsec,Central,ZMB.1_1,39.18919,74,5.7136297,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,hn,301130.19
ZMB,region,1,ipa,1,schoolreturn,Central,ZMB.1_1,22.784813,79,4.749269,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,ed,122682.32
ZMB,region,1,ipa,1,govtsupport,Central,ZMB.1_1,97.087379,103,1.6650348,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,739600.75
ZMB,region,1,ipa,1,cashtransfer_delay,Central,ZMB.1_1,,2,50,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,
ZMB,region,2,ipa,1,healthseeking,Copperbelt,ZMB.2_1,9.4623652,465,1.3587997,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,hn,330095.5
ZMB,region,2,ipa,1,schoolreturn,Copperbelt,ZMB.2_1,21.407623,341,2.2245133,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,ed,497544.88
ZMB,region,2,ipa,1,govtsupport,Copperbelt,ZMB.2_1,98.290596,468,.59981817,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,3402163.8
ZMB,region,2,ipa,1,cashtransfer_delay,Copperbelt,ZMB.2_1,,3,33.333332,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,
ZMB,region,2,ipa,1,remotelearning,Copperbelt,ZMB.2_1,42.633228,319,2.7732611,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,ed,1031376.1
ZMB,region,2,ipa,1,fsec,Copperbelt,ZMB.2_1,46.153847,338,2.7156034,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,hn,1619872.6
ZMB,region,3,ipa,1,cashtransfer_delay,Eastern,ZMB.3_1,,7,18.442778,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,
ZMB,region,3,ipa,1,remotelearning,Eastern,ZMB.3_1,42.272728,220,3.3380942,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,ed,705279.25
ZMB,region,3,ipa,1,govtsupport,Eastern,ZMB.3_1,97.916664,336,.78034258,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,2433286.5
