countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,value,ss,se,month,year,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs
NGA,region,6,wb,4,healthseeking,6. Bayelsa,NGA.6_1,,8,18.298126,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,
NGA,region,7,wb,5,remotelearning,7. Benue,NGA.7_1,40,35,8.4016809,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,1019507.2
NGA,region,7,wb,4,govtsupport,7. Benue,NGA.7_1,100,59,0,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,3405618.5
NGA,region,7,wb,4,healthseeking,7. Benue,NGA.7_1,14.814812,27,6.9669623,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,689584.38
NGA,region,7,wb,4,fsec,7. Benue,NGA.7_1,76.271187,59,5.5860429,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,3071340.3
NGA,region,7,wb,4,schoolreturn,7. Benue,NGA.7_1,6.6666641,30,4.6320558,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,133448.42
NGA,region,8,wb,4,healthseeking,8. Borno,NGA.8_1,,12,0,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,
NGA,region,8,wb,4,govtsupport,8. Borno,NGA.8_1,,22,0,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,
NGA,region,8,wb,4,schoolreturn,8. Borno,NGA.8_1,,18,5.5555553,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,
NGA,region,8,wb,5,remotelearning,8. Borno,NGA.8_1,,15,13.093074,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,
NGA,region,8,wb,4,fsec,8. Borno,NGA.8_1,,22,8.4165468,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,
NGA,region,9,wb,4,govtsupport,9. Cross River,NGA.9_1,96.666664,30,3.3333333,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,1673948
NGA,region,9,wb,4,schoolreturn,9. Cross River,NGA.9_1,,11,9.090909,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,
NGA,region,9,wb,4,healthseeking,9. Cross River,NGA.9_1,,11,15.212001,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,
NGA,region,9,wb,5,remotelearning,9. Cross River,NGA.9_1,,12,14.86471,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,
NGA,region,9,wb,4,fsec,9. Cross River,NGA.9_1,86.666664,30,6.3124275,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,1774552
PHL,region,4,ipa,1,govtsupport,National Capital Region,PHDHS2017439002,17.898834,257,2.395891,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,1299587.4
PHL,region,4,ipa,1,cashtransfer_delay,National Capital Region,PHDHS2017439002,,10,16.666666,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,4,ipa,1,schoolreturn,National Capital Region,PHDHS2017439002,22.834648,127,3.7395818,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,1011133.8
PHL,region,4,ipa,1,fsec,National Capital Region,PHDHS2017439002,42.96875,256,3.1000073,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,3112189.8
PHL,region,2,ipa,1,fsec,Cordillera Administrative Region (CAR),PHDHS2017439003,,19,8.5947008,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,
PHL,region,2,ipa,1,cashtransfer_delay,Cordillera Administrative Region (CAR),PHDHS2017439003,,2,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,2,ipa,1,schoolreturn,Cordillera Administrative Region (CAR),PHDHS2017439003,,14,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,
PHL,region,2,ipa,1,govtsupport,Cordillera Administrative Region (CAR),PHDHS2017439003,,19,7.2335186,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,5,ipa,1,cashtransfer_delay,Ilocos,PHDHS2017439004,,4,28.867514,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,5,ipa,1,govtsupport,Ilocos,PHDHS2017439004,6.25,64,3.0496876,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,113007.59
PHL,region,5,ipa,1,schoolreturn,Ilocos,PHDHS2017439004,27.083336,48,6.4820971,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,453266.84
PHL,region,5,ipa,1,fsec,Ilocos,PHDHS2017439004,31.25,64,5.8397074,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,565852.69
PHL,region,6,ipa,1,govtsupport,Cagayan Valley,PHDHS2017439005,,6,16.666666,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,6,ipa,1,cashtransfer_delay,Cagayan Valley,PHDHS2017439005,,2,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,6,ipa,1,fsec,Cagayan Valley,PHDHS2017439005,,6,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,
PHL,region,6,ipa,1,schoolreturn,Cagayan Valley,PHDHS2017439005,,4,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,
PHL,region,7,ipa,1,fsec,Central Luzon,PHDHS2017439006,36.129032,155,3.8709676,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,1584387.5
PHL,region,7,ipa,1,govtsupport,Central Luzon,PHDHS2017439006,9.0322571,155,2.3098381,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,395526.5
PHL,region,7,ipa,1,schoolreturn,Central Luzon,PHDHS2017439006,38.541668,96,4.993371,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,1290067.1
PHL,region,7,ipa,1,cashtransfer_delay,Central Luzon,PHDHS2017439006,,12,14.213381,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,8,ipa,1,cashtransfer_delay,Calabarzon,PHDHS2017439007,,12,14.213381,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,8,ipa,1,schoolreturn,Calabarzon,PHDHS2017439007,24.63768,138,3.6814318,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,1185466.9
PHL,region,8,ipa,1,fsec,Calabarzon,PHDHS2017439007,34.309624,239,3.0773039,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,2319996
PHL,region,8,ipa,1,govtsupport,Calabarzon,PHDHS2017439007,9.6234283,239,1.9116325,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,649793.44
PHL,region,3,ipa,1,fsec,Mimaropa,PHDHS2017439008,42.307693,26,9.8809481,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,311218.97
PHL,region,3,ipa,1,cashtransfer_delay,Mimaropa,PHDHS2017439008,,3,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,3,ipa,1,govtsupport,Mimaropa,PHDHS2017439008,7.6923065,26,5.3293872,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,56503.785
PHL,region,3,ipa,1,schoolreturn,Mimaropa,PHDHS2017439008,,13,7.6923075,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,
PHL,region,10,ipa,1,fsec,Bicol,PHDHS2017439009,29.6875,64,5.7561593,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,537560.06
PHL,region,10,ipa,1,cashtransfer_delay,Bicol,PHDHS2017439009,,14,13.867505,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,10,ipa,1,govtsupport,Bicol,PHDHS2017439009,3.125,64,2.1921012,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,56503.793
PHL,region,10,ipa,1,schoolreturn,Bicol,PHDHS2017439009,4.3478241,46,3.0400257,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,69733.328
PHL,region,11,ipa,1,schoolreturn,Western Visayas,PHDHS2017439011,36.619717,71,5.7581844,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,906533.56
PHL,region,11,ipa,1,fsec,Western Visayas,PHDHS2017439011,34.166668,120,4.3476119,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,1159998
PHL,region,11,ipa,1,cashtransfer_delay,Western Visayas,PHDHS2017439011,,12,14.213381,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,11,ipa,1,govtsupport,Western Visayas,PHDHS2017439011,13.333336,120,3.1161757,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,452030.44
PHL,region,12,ipa,1,fsec,Central Visayas,PHDHS2017439012,39.705883,68,5.9776087,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,763901.13
PHL,region,12,ipa,1,schoolreturn,Central Visayas,PHDHS2017439012,25,32,7.7771378,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,278933.44
PHL,region,12,ipa,1,govtsupport,Central Visayas,PHDHS2017439012,17.647057,68,4.6573439,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,339022.72
PHL,region,12,ipa,1,cashtransfer_delay,Central Visayas,PHDHS2017439012,,6,16.666666,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,13,ipa,1,schoolreturn,Eastern Visayas,PHDHS2017439013,,12,13.055824,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,
PHL,region,13,ipa,1,cashtransfer_delay,Eastern Visayas,PHDHS2017439013,,3,33.333332,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,13,ipa,1,govtsupport,Eastern Visayas,PHDHS2017439013,,18,5.5555553,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,13,ipa,1,fsec,Eastern Visayas,PHDHS2017439013,,18,10.863249,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,
PHL,region,9,ipa,1,govtsupport,Zamboanga Peninsula,PHDHS2017439015,10,50,4.2857141,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,141259.47
PHL,region,9,ipa,1,cashtransfer_delay,Zamboanga Peninsula,PHDHS2017439015,,4,25,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,9,ipa,1,schoolreturn,Zamboanga Peninsula,PHDHS2017439015,24.242424,33,7.5757575,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,278933.41
PHL,region,9,ipa,1,fsec,Zamboanga Peninsula,PHDHS2017439015,32,50,6.6639452,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,452682.16
PHL,region,14,ipa,1,cashtransfer_delay,Northern Mindanao,PHDHS2017439016,,5,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,14,ipa,1,fsec,Northern Mindanao,PHDHS2017439016,35.555557,45,7.2163925,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,452682.16
PHL,region,14,ipa,1,schoolreturn,Northern Mindanao,PHDHS2017439016,,23,8.793911,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,
PHL,region,14,ipa,1,govtsupport,Northern Mindanao,PHDHS2017439016,13.333336,45,5.1247072,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,169511.41
PHL,region,15,ipa,1,fsec,Davao,PHDHS2017439017,37.614677,109,4.6613102,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,1159998
PHL,region,15,ipa,1,govtsupport,Davao,PHDHS2017439017,9.1743088,109,2.7776608,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,282518.88
PHL,region,15,ipa,1,cashtransfer_delay,Davao,PHDHS2017439017,,12,13.055824,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,15,ipa,1,schoolreturn,Davao,PHDHS2017439017,21.21212,66,5.0706668,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,488133.44
PHL,region,16,ipa,1,cashtransfer_delay,Soccsksargen,PHDHS2017439018,,13,14.39099,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,16,ipa,1,schoolreturn,Soccsksargen,PHDHS2017439018,21.739128,46,6.1487546,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,348666.75
PHL,region,16,ipa,1,govtsupport,Soccsksargen,PHDHS2017439018,2.9850769,67,2.0947149,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,56503.836
PHL,region,16,ipa,1,fsec,Soccsksargen,PHDHS2017439018,28.787878,66,5.6159744,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,537560.06
PHL,region,1,ipa,1,govtsupport,Autonomous Region in Muslim Mindanao (ARMM),PHDHS2017439019,,6,0,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,1,ipa,1,cashtransfer_delay,Autonomous Region in Muslim Mindanao (ARMM),PHDHS2017439019,,2,50,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
PHL,region,1,ipa,1,fsec,Autonomous Region in Muslim Mindanao (ARMM),PHDHS2017439019,,6,21.081852,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,
PHL,region,1,ipa,1,schoolreturn,Autonomous Region in Muslim Mindanao (ARMM),PHDHS2017439019,,3,33.333332,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,
PHL,region,17,ipa,1,schoolreturn,Caraga,PHDHS2017439020,20.408165,49,5.8172216,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,ed,348666.78
PHL,region,17,ipa,1,govtsupport,Caraga,PHDHS2017439020,7.8947372,76,3.1137261,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,169511.39
PHL,region,17,ipa,1,fsec,Caraga,PHDHS2017439020,27.631578,76,5.1635308,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,594145.31
PHL,region,17,ipa,1,cashtransfer_delay,Caraga,PHDHS2017439020,,12,11.236665,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,
RWA,region,4,ipa,1,fsec,North,RWA.1_1,60,150,4.0134006,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,362917.28
RWA,region,4,ipa,1,cashtransfer_delay,North,RWA.1_1,,6,0,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,
RWA,region,4,ipa,1,healthseeking,North,RWA.1_1,14.666667,150,2.8982239,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,88294.094
RWA,region,4,ipa,1,govtsupport,North,RWA.1_1,90,150,2.4576957,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,541074.44
RWA,region,4,ipa,1,remotelearning,North,RWA.1_1,25.274727,91,4.5809517,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,ed,124423.77
RWA,region,5,ipa,1,cashtransfer_delay,South,RWA.2_1,,8,16.366343,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,
RWA,region,5,ipa,1,govtsupport,South,RWA.2_1,95.510208,245,1.325694,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,937862.44
RWA,region,5,ipa,1,remotelearning,South,RWA.2_1,22.047241,127,3.6932406,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,ed,151472.38
RWA,region,5,ipa,1,healthseeking,South,RWA.2_1,13.469388,245,2.1855659,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,132441.14
RWA,region,5,ipa,1,fsec,South,RWA.2_1,51.229507,244,3.2065315,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,504051.78
RWA,region,2,ipa,1,healthseeking,East,RWA.3_1,13.389121,239,2.2073631,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,128427.77
RWA,region,2,ipa,1,remotelearning,East,RWA.3_1,16.901405,142,3.1560853,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,ed,129833.45
RWA,region,2,ipa,1,govtsupport,East,RWA.3_1,95.397491,239,1.3582428,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,913814.63
RWA,region,2,ipa,1,cashtransfer_delay,East,RWA.3_1,,5,20,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,
RWA,region,2,ipa,1,fsec,East,RWA.3_1,54.201679,238,3.236361,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,520181.41
RWA,region,6,ipa,1,fsec,West,RWA.4_1,64.728683,258,2.9805243,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,673413.19
RWA,region,6,ipa,1,remotelearning,West,RWA.4_1,17.123291,146,3.1284256,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,ed,135243.23
RWA,region,6,ipa,1,healthseeking,West,RWA.4_1,13.565891,258,2.1359947,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,140467.88
RWA,region,6,ipa,1,govtsupport,West,RWA.4_1,91.860466,258,1.70568,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,949886.25
RWA,region,6,ipa,1,cashtransfer_delay,West,RWA.4_1,,15,10.69045,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,
RWA,region,3,ipa,1,cashtransfer_delay,Kigali City,RWA.5_1,,12,14.213381,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,
RWA,region,3,ipa,1,govtsupport,Kigali City,RWA.5_1,81.525421,590,1.5991019,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,1927828.1
RWA,region,3,ipa,1,fsec,Kigali City,RWA.5_1,53.846153,585,2.0628843,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,1270210.5
RWA,region,3,ipa,1,healthseeking,Kigali City,RWA.5_1,13.559322,590,1.4106537,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,321069.44
RWA,region,3,ipa,1,remotelearning,Kigali City,RWA.5_1,15.510201,245,2.3174798,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,ed,205569.63
SLE,region,1,ipa,1,remotelearning,East,SLE.1_1,20,125,3.5921061,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,ed,75127.664
SLE,region,1,ipa,1,fsec,East,SLE.1_1,55.82822,163,3.9015918,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,265104
SLE,region,1,ipa,1,cashtransfer_delay,East,SLE.1_1,,2,0,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,
SLE,region,1,ipa,1,healthseeking,East,SLE.1_1,4.2168674,166,1.5645791,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,20220.197
SLE,region,1,ipa,1,govtsupport,East,SLE.1_1,86.746986,166,2.6396267,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,415001.38
SLE,region,2,ipa,1,cashtransfer_delay,North,SLE.2_1,,5,20,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,
SLE,region,2,ipa,1,healthseeking,North,SLE.2_1,7.6923075,182,1.9806511,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,40440.391
SLE,region,2,ipa,1,remotelearning,North,SLE.2_1,27.536232,138,3.8163872,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,ed,114194.04
SLE,region,2,ipa,1,govtsupport,North,SLE.2_1,87.912086,182,2.4230404,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,461112.63
SLE,region,2,ipa,1,fsec,North,SLE.2_1,62.222221,180,3.6238019,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,326281.88
SLE,region,3,ipa,1,fsec,South,SLE.3_1,53.900711,141,4.2128921,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,221405.56
SLE,region,3,ipa,1,govtsupport,South,SLE.3_1,85.314682,143,2.9703617,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,351598.38
SLE,region,3,ipa,1,remotelearning,South,SLE.3_1,28.301888,106,4.3960934,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,ed,90153.188
SLE,region,3,ipa,1,healthseeking,South,SLE.3_1,6.2937064,143,2.0379496,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,25997.396
SLE,region,4,ipa,1,govtsupport,West,SLE.4_1,95.471695,795,.73789531,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,2187403
SLE,region,4,ipa,1,fsec,West,SLE.4_1,50,788,1.7823075,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,1147813
SLE,region,4,ipa,1,remotelearning,West,SLE.4_1,19.628098,484,1.8072476,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,ed,285485.09
SLE,region,4,ipa,1,cashtransfer_delay,West,SLE.4_1,,3,33.333332,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,sp,
SLE,region,4,ipa,1,healthseeking,West,SLE.4_1,4.1666665,792,.7105006,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,95323.781
TCD,region,7,wb,1,remotelearning,Lac,TCD.10_1,,5,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,
TCD,region,7,wb,1,healthseeking,Lac,TCD.10_1,,10,16.329931,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,7,wb,1,fsec,Lac,TCD.10_1,100,27,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,135748.95
TCD,region,8,wb,1,fsec,Logone Occidental,TCD.11_1,84.042557,94,3.7974305,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,397191.41
TCD,region,8,wb,1,healthseeking,Logone Occidental,TCD.11_1,23.63636,55,5.7814498,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,137485.34
TCD,region,8,wb,1,remotelearning,Logone Occidental,TCD.11_1,84.285713,70,4.3812675,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,275179.25
TCD,region,8,wb,1,govtsupport,Logone Occidental,TCD.11_1,,5,20,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,9,wb,1,healthseeking,Logone Oriental,TCD.12_1,38.18182,55,6.6113405,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,222091.77
TCD,region,9,wb,1,fsec,Logone Oriental,TCD.12_1,98.666664,75,1.3333334,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,372052.69
TCD,region,9,wb,1,remotelearning,Logone Oriental,TCD.12_1,75.409836,61,5.5592871,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,214546.52
TCD,region,10,wb,1,remotelearning,Mandoul,TCD.13_1,92.85714,56,3.4726603,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,242530.86
TCD,region,10,wb,1,healthseeking,Mandoul,TCD.13_1,42.553192,47,7.2898755,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,211515.95
TCD,region,10,wb,1,fsec,Mandoul,TCD.13_1,94.520546,73,2.6820412,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,346914
TCD,region,10,wb,1,govtsupport,Mandoul,TCD.13_1,,6,16.666666,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,11,wb,1,remotelearning,Mayo-Kebbi Est,TCD.14_1,85.714287,70,4.2126274,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,279843.31
TCD,region,11,wb,1,govtsupport,Mayo-Kebbi Est,TCD.14_1,,5,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,11,wb,1,fsec,Mayo-Kebbi Est,TCD.14_1,82.051285,78,4.3733482,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,321775.31
TCD,region,11,wb,1,healthseeking,Mayo-Kebbi Est,TCD.14_1,2.2222214,45,2.2222223,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,10575.794
TCD,region,12,wb,1,fsec,Mayo-Kebbi Ouest,TCD.15_1,85.416664,48,5.1481452,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,206137.3
TCD,region,12,wb,1,healthseeking,Mayo-Kebbi Ouest,TCD.15_1,0,29,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,0
TCD,region,12,wb,1,remotelearning,Mayo-Kebbi Ouest,TCD.15_1,80,40,6.4051261,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,149249.77
TCD,region,12,wb,1,govtsupport,Mayo-Kebbi Ouest,TCD.15_1,,5,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,13,wb,1,fsec,Moyen-Chari,TCD.16_1,84,75,4.2617087,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,316747.56
TCD,region,13,wb,1,healthseeking,Moyen-Chari,TCD.16_1,16.216217,37,6.1433249,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,63454.793
TCD,region,13,wb,1,govtsupport,Moyen-Chari,TCD.16_1,,8,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,13,wb,1,remotelearning,Moyen-Chari,TCD.16_1,60.60606,66,6.060606,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,186562.2
TCD,region,14,wb,1,healthseeking,Ouaddaï,TCD.17_1,8.1081085,37,4.5493264,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,31727.396
TCD,region,14,wb,1,govtsupport,Ouaddaï,TCD.17_1,,11,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
TCD,region,14,wb,1,remotelearning,Ouaddaï,TCD.17_1,85.714287,63,4.4440789,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,ed,251858.97
TCD,region,14,wb,1,fsec,Ouaddaï,TCD.17_1,87.234039,94,3.4604154,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,412274.59
TCD,region,15,wb,1,fsec,Salamat,TCD.18_1,54.838711,31,9.0858622,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,85471.57
TCD,region,15,wb,1,healthseeking,Salamat,TCD.18_1,,15,10.69045,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,
TCD,region,15,wb,1,govtsupport,Salamat,TCD.18_1,,6,0,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,sp,
